ID,Age,Income,Score,Gender,Height_cm,Education,City,Marital_Status,Children,Join_Date,Credit_Score
2397,23,5915,79,Female,166,High School,Cairo,Married,0,2024-03-20,677
2398,22,5627,82,Female,154,Bachelor,Alexandria,Divorced,2,2024-03-13,657
2399,37,3502,97,Female,186,Bachelor,Cairo,Single,2,2024-05-24,592
2400,35,7570,55,Female,157,High School,Luxor,Divorced,1,2022-07-08,648
2401,26,4696,80,Male,157,High School,Aswan,Single,2,2021-04-24,
2402,37,5799,65,Female,187,High School,Aswan,Single,0,2022-12-29,
2403,28,8960,81,Female,173,High School,Luxor,Married,0,2021-05-04,707
2404,31,7017,81,Male,157,Master,Aswan,Married,3,2021-09-25,610
2405,55,2743,60,Female,168,Bachelor,Aswan,Divorced,3,2024-07-14,631
2406,,2460,61,Female,167,High School,Giza,Single,1,2024-05-25,674
2407,19,5871,82,Female,153,High School,alex,Divorced,2,2022-08-18,621
2408,44,3574,75,Female,162,Bachelor,Giza,Single,0,2024-09-06,657
2409,44,7297,71,Male,169,Bachelor,Cairo,Married,2,2021-02-01,630
2410,21,6084,,male,182,Bachelor,Giza,Married,1,2022-01-23,696
2411,44,6330,85,Female,168,Bachelor,Luxor,Single,0,2023-10-21,673
2412,53,4586,67,Male,168,PhD,Giza,Divorced,2,2023-03-14,629
2413,21,9482,62,Male,161,Bachelor,Luxor,Married,0,2022-06-21,642
2414,23,11685,56,Male,180,Master,Giza,Single,,2022-08-03,586
2415,47,5442,,fmale,179,Bachelor,Aswan,Single,4,24/04/2024,643
2416,,6706,53,Female,177,Bachelor,Giza,Single,2,31/07/2021,605
2417,,6194,76,Male,171,Bachelor,Luxor,Single,,2024-05-12,660
2418,39,5480,93,Male,154,Bachelor,Luxor,Divorced,0,2022-02-21,674
2419,39,4335,69,Male,180,High School,Luxor,Single,0,2022-10-26,648
2420,19,3830,,Male,170,PhD,Giza,Divorced,0,2022-12-16,666
2421,47,3728,100,Male,166,Bachlors,Cairo,Divorced,2,2022-05-07,663
2422,49,6810,97,Male,174,High School,Luxor,Divorced,4,2020-11-27,691
2423,32,4960,63,Male,172,Master,Cairo,Divorced,0,30/07/2024,536
2424,34,843,77,fmale,159,Bachelor,Giza,Married,4,2021-02-12,686
2425,18,6889,79,Female,166,High School,Cairo,Divorced,1,2024-06-28,727
2426,41,5923,78,Female,150,Bachelor,cairo,Divorced,0,2023-05-23,678
2427,41,8693,100,Female,170,High School,Luxor,Divorced,2,2020-10-10,598
2428,34,6746,76,Male,183,High School,alex,Single,2,2024-11-22,703
2429,48,3042,78,Female,152,High School,Luxor,Married,,2021-05-27,
2430,30,1540,85,Male,171,Bachelor,Aswan,Divorced,4,2020-04-16,636
2431,41,4561,92,Female,176,Bachelor,Alexandria,Divorced,1,2023-08-06,673
2432,22,4749,89,Female,178,High School,Cairo,Married,0,2022-09-11,664
2433,34,7886,83,Male,162,Bachelor,Giza,Divorced,0,2024-11-25,697
2434,32,5982,51,Male,158,Bachelor,Cairo,Single,2,2022-01-30,575
2435,37,8267,67,Female,164,Bachelor,cairo,Single,0,09/02/2023,633
2436,30,3350,87,Female,181,High School,cairo,Divorced,0,2020-07-29,592
2437,33,7930,78,Female,152,Bachelor,Alexandria,Single,1,2023-12-27,
2438,44,7441,87,Female,157,High School,Alexandria,Married,0,2024-09-28,616
2439,29,1963,100,Female,165,Bachelor,Alexandria,Married,1,2022-11-22,666
2440,18,8645,57,Male,160,Master,Alexandria,Divorced,0,2024-10-09,
2441,55,,92,Male,169,Bachelor,Cairo,Single,,2020-09-12,725
2442,51,6784,70,Male,184,Bachelor,Giza,Single,1,2021-08-06,648
2443,19,4270,89,Male,157,High School,Aswan,Divorced,5,2020-06-20,620
2444,43,8550,74,Male,168,Bachelor,Giza,Married,0,2024-04-11,665
2445,28,3628,100,Male,169,Master,Cairo,Divorced,0,2020-11-24,721
2446,38,7664,76,Female,166,High School,cairo,Divorced,1,12/07/2021,654
2447,38,7641,65,Male,154,Bachelor,Aswan,Divorced,2,2022-07-09,719
2448,32,4051,81,Female,163,Bachelor,Aswan,Single,0,2022-11-17,694
2449,25,9966,79,Female,163,High School,Aswan,Married,2,2020-10-28,687
2450,26,6463,92,Female,176,PhD,Cairo,Single,0,2024-08-28,656
2451,24,7307,81,Female,174,Bachelor,Alexandria,Single,0,2022-06-14,789
2452,25,2945,100,Female,154,High School,Alexandria,Single,0,2020-07-06,681
2453,34,10235,73,Female,166,Bachelor,Alexandria,Divorced,,2021-03-30,663
2454,26,3550,73,Female,164,Bachelor,Giza,Single,5,2024-07-30,696
2455,43,8049,65,Female,189,Bachelor,Alexandria,Married,1,2022-07-12,570
2456,52,4010,76,Male,172,Bachelor,Aswan,Divorced,1,2024-12-16,629
2457,28,4762,,Male,159,Bachlors,Alexandria,Married,3,2021-12-16,617
2458,37,7577,79,Female,162,Bachelor,Aswan,Divorced,,2020-02-24,
2459,40,8055,76,Female,166,Bachelor,Aswan,Single,0,2022-04-29,674
2460,40,3457,65,Male,173,Bachelor,Giza,Single,0,2020-04-19,757
2461,35,8180,61,Female,174,Bachelor,Alexandria,Divorced,2,2022-03-22,621
2462,,8089,69,Male,172,High School,Luxor,Married,1,2022-10-25,628
2463,40,4124,92,Female,167,Bachelor,Alexandria,Divorced,0,2022-02-04,634
2464,20,9197,95,Female,168,High School,Luxor,Married,,2021-04-27,656
2465,45,3086,73,Female,168,Master,Giza,Single,1,2022-03-01,614
2466,45,4750,60,Female,152,Bachlors,Cairo,Single,0,2020-06-16,601
2467,25,6958,73,Female,169,High School,Giza,Single,0,2022-02-06,664
2468,35,4292,100,Male,164,PhD,Giza,Divorced,,2021-04-04,586
2469,43,6527,89,Female,153,High School,Luxor,Single,0,2020-02-27,616
2470,32,6482,83,Female,194,Bachelor,Giza,Single,2,2021-10-14,729
2471,,5625,89,Male,173,Bachelor,Aswan,Single,,2020-07-21,632
2472,,7664,98,Female,170,Bachelor,Giza,Married,0,2024-09-14,592
2473,25,5543,57,Male,166,Bachelor,Giza,Single,0,2024-01-03,701
2474,,6463,69,Male,177,Master,alex,Married,,2023-08-24,645
2475,38,8292,,Male,158,Bachelor,Giza,Single,0,2021-11-17,615
2476,43,7581,83,Female,166,Bachelor,Giza,Single,2,2024-06-08,652
2477,32,7572,77,Male,160,Bachelor,alex,Married,0,2020-10-26,545
2478,52,3701,86,Female,177,High School,Aswan,Married,3,2020-10-08,668
2479,18,7049,67,Female,161,Bachelor,cairo,Single,1,2020-03-19,603
2480,43,4243,95,Female,181,High School,Aswan,Divorced,4,2021-08-10,679
2481,27,3437,73,Male,169,High School,Giza,Married,,2024-08-26,786
2482,55,5856,85,Male,177,Bachelor,Aswan,Divorced,2,2022-08-25,769
2483,58,4191,92,Female,173,Bachelor,Alexandria,Married,,2023-11-26,699
2484,25,7581,91,Female,180,High School,alex,Married,1,2024-08-29,740
2485,28,7629,80,Male,160,High School,Cairo,Single,4,11/10/2020,669
2486,45,2194,87,Female,179,High School,Alexandria,Divorced,2,2024-04-03,613
2487,30,4343,100,Male,151,Bachelor,Cairo,Divorced,1,2023-12-15,582
2488,,3080,82,Female,170,Bachelor,Cairo,Single,3,2022-08-18,642
2489,35,5074,64,Male,164,High School,Luxor,Single,0,2022-07-07,566
2490,18,6910,83,Male,155,Bachelor,Giza,Single,3,2023-06-14,585
2491,34,5515,74,Male,161,High School,Luxor,Married,0,2020-01-11,697
2492,26,4820,39,Male,163,High School,Luxor,Divorced,2,2020-06-11,643
2493,29,8600,81,Female,168,PhD,Alexandria,Single,1,2020-02-08,610
2494,52,1390,76,Male,164,Bachelor,Cairo,Married,1,2021-06-08,651
2495,19,8473,92,Female,170,High School,Alexandria,Married,,2021-03-17,600
2496,44,4911,63,Male,161,Master,Aswan,Single,1,2024-09-06,705
2497,,5843,52,Male,165,High School,Luxor,Divorced,2,2020-11-02,
2498,31,4945,77,Female,167,Master,alex,Single,1,2023-01-28,625
2499,44,9085,80,Male,171,High School,Giza,Single,0,2024-01-29,647
2500,39,3538,76,Female,178,Master,Luxor,Married,0,2023-05-31,631
2501,41,6023,75,Female,178,High School,Cairo,Divorced,1,2022-12-16,724
2502,,7054,58,Male,172,Master,Aswan,Divorced,,2022-05-16,733
2503,31,2777,72,fmale,174,Bachelor,Alexandria,Single,4,2020-08-15,655
2504,27,4160,69,Female,173,High School,Cairo,Divorced,2,08/05/2024,745
2505,21,5703,91,Male,166,Master,Cairo,Married,1,2021-08-13,678
2506,25,4226,80,Female,179,Bachelor,Luxor,Married,1,2021-05-01,652
2507,70,4368,70,Female,160,Bachelor,Cairo,Married,0,2021-09-08,701
2508,49,5300,100,Male,149,Bachelor,Aswan,Single,0,2020-09-06,658
2509,18,7299,70,Female,159,Bachelor,Giza,Married,1,2020-04-07,654
2510,19,5314,83,Male,184,Bachelor,Aswan,Single,5,2021-05-03,644
2511,40,8156,72,Female,167,Master,Cairo,Divorced,0,2022-05-09,618
2512,41,4004,99,Male,172,Bachelor,Giza,Divorced,1,2023-08-01,617
2513,,3496,76,Female,167,High School,Aswan,Married,4,2024-06-13,570
2514,31,9852,76,Female,175,High School,Giza,Single,5,2023-06-29,574
2515,33,4684,72,male,170,Bachelor,Luxor,Divorced,1,25/07/2022,607
2516,38,3378,77,Female,169,Master,Cairo,Married,0,2020-05-08,553
2517,36,2515,92,Male,176,Bachelor,Giza,Married,0,2020-08-15,628
2518,18,8150,87,Female,165,High School,Alexandria,Single,2,2024-09-09,596
2519,32,5317,75,Male,173,High School,Luxor,Divorced,0,20/10/2022,669
2520,24,5492,100,Male,168,Bachelor,cairo,Married,1,2023-05-07,680
2521,37,5681,88,Female,168,High School,Luxor,Divorced,1,2023-01-02,613
2522,70,8025,68,Male,161,Bachelor,Alexandria,Married,0,2020-02-03,728
2523,39,5640,54,Male,167,Bachelor,Cairo,Married,0,2023-07-18,623
2524,31,10688,68,fmale,164,High School,Luxor,Divorced,2,2022-11-21,692
2525,46,6267,81,Female,181,Bachelor,Luxor,Single,0,2023-03-23,619
2526,40,8123,83,Male,153,Bachelor,cairo,Single,1,2021-05-10,674
2527,40,,95,Male,178,Bachelor,Giza,Single,1,2024-01-11,657
2528,42,5927,58,Male,152,Bachelor,alex,Single,2,2020-10-21,628
2529,59,4826,68,Female,175,Bachelor,Giza,Single,1,2021-08-19,708
2530,21,6663,57,Male,161,Bachelor,Cairo,Single,3,2022-05-29,640
2531,40,7020,54,Male,175,High School,Giza,Married,3,2020-01-04,640
2532,23,4854,65,Male,168,Master,Cairo,Single,,2023-06-13,689
2533,41,6332,80,fmale,155,Bachelor,Cairo,Divorced,0,2021-12-23,576
2534,23,8472,86,Male,183,Master,Cairo,Divorced,5,2021-05-07,
2535,29,10139,60,Male,177,PhD,Cairo,Divorced,1,2023-03-14,681
2536,31,7708,62,Female,175,Bachelor,Luxor,Married,4,03/05/2022,628
2537,46,9725,48,Male,163,Master,Aswan,Divorced,2,2021-01-18,
2538,46,4741,78,Female,178,Bachelor,Aswan,Married,3,2023-09-22,593
2539,20,7403,64,Male,157,High School,Cairo,Single,2,2023-09-30,762
2540,35,8677,99,Female,147,High School,Aswan,Single,0,2020-06-24,588
2541,26,4207,81,Female,154,Bachelor,cairo,Married,4,2022-12-08,599
2542,19,5028,72,Male,160,Bachelor,Aswan,Divorced,1,2022-01-08,748
2543,,9475,65,Male,162,PhD,Alexandria,Divorced,3,2020-05-18,753
2544,31,4049,52,Female,165,Bachelor,Giza,Divorced,3,2022-12-13,600
2545,64,3317,54,Female,166,Bachelor,Aswan,Divorced,2,2023-01-19,697
2546,40,9055,65,Male,163,Master,Cairo,Single,0,2022-11-05,683
2547,18,8393,64,Male,148,Bachelor,Giza,Married,1,2024-05-29,624
2548,28,6864,60,Female,171,High School,Giza,Divorced,0,2022-11-05,631
2549,47,5908,80,Male,167,Master,Luxor,Single,3,2023-02-08,645
2550,60,5122,82,Male,163,Bachelor,Luxor,Single,2,2020-02-11,718
2551,18,6563,68,Male,183,Bachelor,Aswan,Divorced,1,2022-03-10,719
2552,18,9159,100,Male,167,Bachelor,Luxor,Single,3,2024-11-23,617
2553,57,6477,48,Female,170,High School,Cairo,Divorced,0,2022-08-20,660
2554,39,10333,75,Male,177,High School,Luxor,Married,,30/03/2020,627
2555,24,4204,71,Male,155,High School,Alexandria,Married,0,2023-07-25,520
2556,41,5960,66,Female,169,High School,Aswan,Divorced,0,2022-03-03,687
2557,18,5253,64,fmale,177,Master,Giza,Divorced,0,2022-02-03,
2558,35,3829,74,Male,169,Bachelor,Giza,Divorced,1,2021-06-03,606
2559,38,5693,71,Male,156,High School,Alexandria,Single,1,2024-03-10,648
2560,46,6834,69,Female,165,Bachelor,Cairo,Divorced,5,2020-02-03,604
2561,22,7048,55,male,171,Bachelor,Giza,Single,,2022-01-01,736
2562,,10340,50,Female,148,High School,alex,Divorced,,2024-06-02,706
2563,23,6928,70,Male,156,High School,Luxor,Married,3,2020-05-18,688
2564,38,8300,68,Male,189,Bachelor,Aswan,Married,0,2021-12-07,611
2565,24,6132,72,Male,174,Bachelor,Alexandria,Divorced,0,2021-05-08,640
2566,30,9356,73,Male,184,Master,Alexandria,Single,2,2024-02-10,595
2567,23,10796,67,Male,178,Master,Luxor,Married,,2023-09-07,649
2568,42,7062,71,Male,173,Bachelor,Cairo,Single,0,2023-07-10,621
2569,45,4014,62,Female,166,Bachelor,Luxor,Divorced,2,2020-07-31,650
2570,32,4902,,Male,173,Bachelor,Luxor,Single,0,2024-04-29,695
2571,35,6563,63,Male,184,High School,Giza,Married,0,2023-04-06,662
2572,18,6912,69,Male,178,High School,Alexandria,Married,,2024-02-14,632
2573,31,7396,64,Male,171,High School,alex,Single,1,29/03/2024,605
2574,34,6920,63,Female,168,High School,Luxor,Single,2,2021-11-11,514
2575,66,6013,75,Female,174,High School,Luxor,Divorced,0,2020-09-30,706
2576,21,4727,73,Male,164,Bachelor,Alexandria,Married,1,31/03/2020,669
2577,52,6802,68,Male,174,High School,Alexandria,Divorced,0,2021-12-22,724
2578,46,9709,70,Female,163,High School,Alexandria,Divorced,,2023-01-23,623
2579,38,8039,64,Male,166,Bachelor,Cairo,Divorced,0,2021-11-24,531
2580,56,7069,81,Male,159,Bachelor,Luxor,Married,1,2024-07-24,678
2581,39,8059,100,Female,165,High School,Luxor,Single,1,2023-08-09,595
2582,39,5257,61,Female,163,Bachelor,Giza,Married,0,2020-12-24,724
2583,34,4983,80,Male,186,Bachelor,Giza,Married,0,2024-08-27,594
2584,49,4504,,Male,161,Bachelor,Aswan,Single,0,2024-05-14,645
2585,48,5749,85,Female,173,PhD,Alexandria,Divorced,3,2023-11-03,674
2586,27,5155,85,Female,160,high school,Alexandria,Married,2,2022-08-09,667
2587,19,8416,78,Male,170,Bachelor,Aswan,Married,3,2023-11-25,645
2588,32,5049,74,Male,172,High School,Luxor,Single,1,07/09/2022,638
2589,25,4394,68,Female,151,Bachelor,Alexandria,Divorced,3,2023-07-17,704
2590,34,9885,63,Male,156,High School,Giza,Married,2,2021-01-08,637
2591,49,5097,73,Female,160,Bachelor,Cairo,Divorced,0,2024-07-19,661
2592,29,6307,55,Female,156,Bachelor,Luxor,Married,2,2020-10-03,720
2593,34,6902,,Female,170,PhD,Cairo,Single,1,2020-05-09,
2594,35,3726,91,Male,172,Bachelor,Cairo,Married,0,2024-01-06,585
2595,45,8470,76,Female,159,Master,Aswan,Married,0,2024-05-08,694
2596,18,7274,88,Female,171,High School,Cairo,Divorced,0,2022-07-26,643
2597,27,9116,97,Male,165,Bachelor,Alexandria,Divorced,1,2020-03-16,692
2598,37,4641,72,Female,169,Bachelor,Aswan,Married,1,2021-08-23,616
2599,49,6198,78,Female,163,Master,alex,Divorced,1,2021-02-16,625
2600,29,6078,70,Male,174,High School,Cairo,Single,1,2020-03-30,653
2601,18,6527,62,Female,186,Master,Alexandria,Married,0,2024-06-08,621
2602,42,3090,60,Male,177,High School,Alexandria,Married,0,12/02/2021,631
2603,27,6221,87,Male,183,Master,Giza,Married,1,2024-12-19,722
2604,20,3147,78,Female,155,Bachelor,Aswan,Married,1,2020-03-26,642
2605,27,6716,100,Female,163,Bachelor,Aswan,Divorced,2,2021-10-08,562
2606,32,1742,89,Female,175,PhD,Aswan,Single,2,2021-09-27,693
2607,27,2296,,Female,185,Master,Giza,Married,5,2022-11-21,688
2608,,7637,,Female,176,Master,Giza,Married,0,2022-03-26,722
2609,45,4906,70,Male,159,Bachelor,Giza,Divorced,0,2024-07-27,634
2610,50,4024,93,Male,165,PhD,Aswan,Divorced,0,2023-01-17,616
2611,42,8541,67,Female,173,Bachlors,Cairo,Divorced,,2022-08-27,685
2612,21,6655,59,Female,168,Master,Giza,Married,,2021-06-02,
2613,32,7744,63,Male,162,Bachelor,Giza,Divorced,2,2020-03-15,711
2614,34,5667,63,Female,167,Bachelor,Aswan,Married,2,2024-03-22,699
2615,42,11359,62,Female,169,Bachelor,Giza,Divorced,,2023-08-17,662
2616,43,4790,66,Female,159,Bachelor,Cairo,Divorced,,2021-01-26,596
2617,26,9488,87,Male,179,Bachelor,Aswan,Single,2,2021-08-08,690
2618,35,5877,100,Male,165,Bachelor,Giza,Divorced,2,2022-01-01,683
2619,40,2690,55,Male,169,High School,Giza,Married,0,2024-10-31,684
2620,52,6965,93,Male,180,Bachelor,Luxor,Single,0,2024-05-18,605
2621,43,6629,67,Female,168,Bachelor,Luxor,Single,0,2020-04-07,680
2622,,3897,80,Female,179,Master,alex,Divorced,4,2024-11-08,555
2623,36,4155,50,Female,159,Bachelor,Alexandria,Divorced,0,2023-09-04,610
2624,51,5950,82,Male,174,Bachelor,Giza,Single,1,2021-11-10,650
2625,39,6699,44,Female,178,Bachelor,Luxor,Single,0,2021-07-13,674
2626,24,1058,79,Male,161,high school,Alexandria,Divorced,2,11/09/2020,685
2627,51,8106,78,Female,168,High School,Aswan,Single,1,2024-06-25,592
2628,43,5011,77,Male,168,high school,Luxor,Married,0,2022-01-23,713
2629,29,3336,63,Female,172,Bachelor,Cairo,Single,4,2022-06-13,612
2630,29,7882,83,Female,174,High School,Cairo,Divorced,2,2024-12-26,629
2631,38,5952,,fmale,160,Master,Cairo,Married,0,2022-03-30,634
2632,40,8432,71,Female,169,Bachlors,Cairo,Married,2,2024-03-02,573
2633,37,6875,85,Female,185,High School,Luxor,Divorced,2,2022-06-19,609
2634,38,5996,73,Female,180,Bachelor,Aswan,Single,2,2022-03-02,661
2635,55,5694,82,Female,177,PhD,Cairo,Divorced,0,2021-11-25,720
2636,47,6965,73,Female,168,Bachelor,Aswan,Married,0,2021-01-17,670
2637,37,5172,78,Female,191,Master,Alexandria,Single,1,2022-10-13,698
2638,46,4294,83,Male,180,High School,Alexandria,Married,1,2023-11-18,593
2639,22,7219,69,Male,170,High School,Giza,Single,1,2022-10-15,664
2640,39,5711,56,Male,172,Bachelor,Luxor,Divorced,1,2022-01-22,656
2641,56,6067,79,Male,165,Bachelor,Cairo,Married,0,2024-06-20,637
2642,32,8178,92,male,173,Bachelor,Aswan,Divorced,1,2022-11-29,
2643,24,5772,79,Male,175,Bachelor,Aswan,Married,1,2021-06-30,569
2644,27,6030,79,Female,177,Bachelor,alex,Single,3,28/06/2024,669
2645,21,4800,74,Female,NULL,High School,Alexandria,Divorced,1,18/06/2020,654
2646,25,6861,86,Male,155,Bachelor,Luxor,Divorced,2,2024-01-29,647
2647,30,6699,72,Male,172,High School,Aswan,Married,1,2022-05-19,696
2648,18,7801,68,Female,177,Master,Luxor,Divorced,2,2020-06-10,710
2649,35,4841,91,Female,160,Master,Alexandria,Divorced,0,2022-05-31,631
2650,45,5084,67,Female,169,Master,Alexandria,Single,4,2023-05-18,780
2651,24,7584,88,Female,183,High School,Cairo,Divorced,2,2024-08-11,686
2652,53,6504,91,Male,157,High School,Cairo,Divorced,0,2021-01-04,566
2653,41,4187,83,Male,167,Bachelor,Cairo,Single,2,2023-01-22,664
2654,47,8613,56,Female,184,Bachelor,Alexandria,Married,1,2021-08-24,718
2655,27,2603,75,Male,171,Master,alex,Single,1,2021-10-19,662
2656,45,7568,71,Male,164,Master,Cairo,Married,5,2020-07-29,587
2657,21,3469,67,Female,169,High School,Luxor,Divorced,2,2020-06-12,628
2658,45,9771,77,Female,178,PhD,Aswan,Single,0,2021-11-02,631
2659,37,2910,86,Female,167,High School,Giza,Married,2,15/09/2023,602
2660,41,8304,68,Female,175,Master,Cairo,Single,0,2021-08-28,655
2661,20,5836,72,Male,172,Bachelor,Giza,Divorced,3,19/09/2021,724
2662,24,5266,71,Female,173,Bachelor,Cairo,Married,0,2022-07-02,588
2663,42,6370,92,Female,176,Bachelor,Aswan,Single,1,2023-05-19,624
2664,23,7263,71,male,167,Master,Giza,Married,2,2024-01-09,780
2665,40,4191,56,Female,160,Bachelor,Alexandria,Divorced,4,2022-05-22,
2666,18,4368,51,Female,174,Master,Cairo,Single,0,2020-12-07,598
2667,45,7299,80,Male,168,High School,Luxor,Married,0,2023-11-13,656
2668,20,2585,63,Female,165,Master,Giza,Married,2,2022-06-28,574
2669,41,4831,85,fmale,175,PhD,Luxor,Married,3,2021-12-20,
2670,42,12081,55,Male,182,Bachelor,cairo,Divorced,1,2022-07-04,694
2671,26,4063,66,Female,168,PhD,Aswan,Married,,2020-03-27,531
2672,41,8295,55,fmale,170,High School,Luxor,Single,0,2024-01-28,618
2673,38,4828,81,Male,158,Master,Cairo,Single,,2024-11-16,519
2674,28,7018,84,Male,167,High School,Alexandria,Divorced,0,2021-12-23,713
2675,22,7308,80,Female,172,Bachelor,Aswan,Divorced,,2023-06-13,612
2676,18,8257,58,fmale,169,Bachelor,Giza,Married,2,2022-06-09,646
2677,39,5599,,Female,166,Bachelor,Cairo,Divorced,0,2021-07-16,624
2678,18,9977,78,Female,177,Bachelor,Giza,Married,0,2023-08-02,589
2679,36,4821,49,Male,170,Bachelor,Luxor,Married,0,2024-06-08,673
2680,31,6468,71,Male,195,PhD,cairo,Divorced,0,2020-04-27,633
2681,43,6490,97,Male,172,High School,Alexandria,Married,2,2020-06-02,
2682,31,3756,,Female,142,Bachelor,Luxor,Married,1,2023-10-06,680
2683,,5428,52,Male,158,Master,Aswan,Married,3,2023-07-29,
2684,43,6323,65,fmale,175,Master,Giza,Married,0,2022-04-11,656
2685,39,5135,65,Female,163,Bachelor,Giza,Single,3,2022-01-14,638
2686,38,10881,100,Male,164,Bachelor,Aswan,Divorced,1,2022-11-16,577
2687,40,4322,99,Male,157,Bachelor,Luxor,Single,1,2024-06-28,670
2688,18,8358,85,Male,165,Bachelor,Luxor,Married,0,2024-03-15,637
2689,44,7712,69,Female,171,Bachelor,Aswan,Divorced,3,2023-10-23,719
2690,42,5972,93,male,173,Bachelor,Alexandria,Divorced,0,23/11/2020,704
2691,22,4269,57,Female,159,Bachelor,Cairo,Divorced,1,2020-03-04,714
2692,32,4463,91,Male,178,Bachelor,Cairo,Married,3,2020-10-19,673
2693,34,4964,88,Female,158,Bachelor,alex,Divorced,3,2024-10-04,705
2694,33,2428,72,Male,174,Bachelor,Cairo,Divorced,0,2023-05-29,651
2695,39,3993,92,Female,NULL,High School,Cairo,Single,2,2023-10-20,754
2696,,3035,68,Female,160,Master,Cairo,Divorced,2,2024-05-19,
2697,47,8691,56,Male,159,Master,Luxor,Single,0,2022-06-16,702
2698,,7236,89,Female,173,High School,Giza,Married,1,2020-03-12,605
2699,42,7571,73,Male,164,Bachelor,Luxor,Divorced,1,2020-09-15,640
2700,50,7177,84,Female,168,Bachelor,Luxor,Married,2,2020-05-17,627
2701,39,6333,100,Male,176,High School,Alexandria,Married,2,28/04/2021,591
2702,48,8921,64,Male,174,Bachelor,Alexandria,Divorced,2,2024-05-13,607
2703,59,4778,72,Female,160,High School,Luxor,Married,1,2023-08-14,569
2704,47,6213,98,Male,169,Bachelor,cairo,Married,3,2022-01-20,583
2705,37,7494,85,Female,160,High School,Aswan,Divorced,0,2022-01-11,513
2706,47,3357,64,Female,178,High School,Alexandria,Divorced,1,2022-02-23,626
2707,36,12193,60,Male,185,High School,Alexandria,Divorced,1,2023-03-07,596
2708,35,6057,67,Male,161,High School,Giza,Single,0,2020-03-07,605
2709,,6283,63,Female,169,Bachelor,Alexandria,Married,0,2023-05-24,730
2710,53,8513,78,Female,179,Bachelor,Cairo,Married,1,2020-11-10,606
2711,25,7829,76,Female,170,High School,Luxor,Single,0,2023-10-22,555
2712,53,6076,79,Female,175,Bachelor,Luxor,Married,,2022-07-10,763
2713,40,6260,62,Female,170,Bachelor,Luxor,Divorced,0,2022-01-29,718
2714,18,,73,Male,159,Bachelor,Giza,Divorced,0,2022-01-31,703
2715,39,4887,44,Male,171,High School,Giza,Married,3,2022-06-28,631
2716,18,7034,77,Female,181,Bachelor,Cairo,Married,1,2024-04-11,580
2717,42,6887,92,Female,173,Bachelor,Luxor,Married,0,06/06/2020,520
